ticker,days vs spy,alpha vs spy,beta vs spy,days vs vgt,alpha vs vgt,beta vs vgt
AADR,1825,0.011197349150610358,0.7438414864867392,1825,-0.023059627012217598,0.5872002168672518
AAXJ,1825,-0.09866129858517943,0.9664180365910087,1825,-0.1298572648744946,0.7160048900770888
ACWI,1825,-0.04990927893663161,0.9489789735174003,1825,-0.07116701985884905,0.6700525207850955
ACWV,1825,0.005412705208971707,0.6316558168834743,1825,-0.0026411187460573158,0.4245209165870898
ACWX,1825,-0.10640396286704745,0.9107635142530589,1825,-0.12486275405908714,0.6362240251515552
ADRA,1825,-0.03627193050501188,0.7372792570946691,1825,-0.054119830133746695,0.5252704976781895
ADRD,1825,-0.12095620508640931,0.878893709624939,1825,-0.13062362541752712,0.5852620925677448
ADRE,1825,-0.14042393181505797,1.0477299429654203,1825,-0.17715218483191916,0.7864918337033956
ADRU,1825,-0.09994170940752035,0.7209347803519282,1825,-0.10810975078266212,0.4809149078654733
AFK,1825,-0.19603870465668882,0.7258739947276068,1825,-0.20903358962728721,0.5010189977943741
AGG,1825,0.012296465517023552,-0.04652976772637476,1825,0.012531731113570027,-0.03001019536319039
AGND,1534,-0.05932408645652612,0.10254099713802158,1534,-0.062408821786368425,0.06716012912824582
AGQ,1825,-0.2540631881094681,0.2313711419479016,1825,-0.2535108516769572,0.1431590518598938
AGZ,1825,0.01378136343548934,-0.04526831245515875,1825,0.014684163128250863,-0.03157099679710128
AGZD,1534,-0.013979460344197843,0.034038902881262045,1534,-0.015272931227100018,0.02325523664661044
AIA,1825,-0.0668151453737174,0.9551908546540628,1825,-0.09839106055168291,0.7103024056126092
ALFA,1825,0.0030944938392605446,0.947011209298636,1825,-0.032372359346185854,0.7188814817599545
ALT,1825,3521.766331786481,284.94827610511425,1825,3530.3202868279222,148.56796075057784
AMJ,1825,-0.24850138669884012,0.890858351018272,1825,-0.2501530992466902,0.5645239619722817
AMLP,1825,-0.24746110465496887,0.8069611528095784,1825,-0.25350772271765804,0.5273921806279422
AMU,1825,-0.24885623320262593,0.8856883848407289,1825,-0.2515284933076217,0.5648773035649346
AND,1725,-0.20427024906763624,-0.090188805458951,1725,-0.20088137422361232,-0.06499161154750957
ANGL,1825,-0.013322901845115979,0.22144907410028125,1825,-0.017065788809908135,0.15206978367235363
AOA,1825,-0.03366319740810001,0.7591384298254342,1825,-0.05125210153203878,0.5380670226766354
AOK,1825,-0.008373584947062902,0.26410128295406415,1825,-0.015211198794927928,0.18972291346165426
AOM,1825,-0.014601442211799289,0.37600498103318997,1825,-0.024039903194832873,0.2690672319059957
AOR,1825,-0.02329616255680572,0.5608068215204752,1825,-0.036366948410373696,0.39776404957020733
ARGT,1825,-0.0691097117888913,1.0744250940166051,1825,-0.09566627714079427,0.7673958093923733
ASEA,1825,-0.11933365199058257,0.7206470158529787,1825,-0.1345032004911443,0.5054028874100569
ASHR,1563,-0.040537475933982735,0.9450228987478302,1563,-0.09012930912276884,0.6980078264142714
ATMP,1725,-0.042820189240101066,0.03354236677989429,1725,-0.04809595785264534,0.037992872422173835
AXJL,1825,-0.11608273171837724,0.8189700491729769,1825,-0.13733453011246752,0.588496098574006
BAB,1825,0.042155469733341895,-0.1260376234218196,1825,0.04249172561857733,-0.08022960401225507
BAL,1825,-0.06765326834726221,0.33477940604146067,1825,-0.07472654479524472,0.23487922071641096
BBH,1825,0.008969803263588068,1.2140971810747527,1825,-0.017820489602000902,0.8558150691367943
BCM,1825,-0.1330834113937775,0.27638508690855496,1825,-0.13155147686187557,0.16793825793000064
BDCL,1825,-0.2452491204009855,1.0468501740890028,1825,-0.2539133178487424,0.6870618292783646
BDCS,1825,-0.11629184429442561,0.5082499416396087,1825,-0.11936307959900726,0.32957136929145014
BFOR,1672,-0.035146459705933525,1.031703874304755,1672,-0.07888121311125523,0.7405562190713026
BIB,1825,-0.019519151347146088,2.544548342130891,1825,-0.08293479647708694,1.8192538076063844
BICK,1825,-0.0784056774923043,0.8420807690013379,1825,-0.10641607895572167,0.6268026820757239
BIL,1825,-0.0002495422520181549,0.0002345338551577211,1825,-0.00021978416956803664,4.2241777356499637e-05
BIS,1825,-0.016770841815943214,-2.509086206342265,1825,0.04659659792515244,-1.796843780988223
BIV,1825,0.011329947045183857,-0.07586047794596129,1825,0.012469551102466512,-0.05159129890876964
BIZD,1749,-0.12056485958749688,0.5523144289298964,1749,-0.13195358112052988,0.3704225311121254
BJK,1825,-0.11237099099046675,0.9849109700016939,1825,-0.1411495099471674,0.7190853818128342
BKF,1825,-0.130939785423524,1.0671813612335823,1825,-0.16159229736372122,0.7772841538606752
BKLN,1825,-0.03850209285971794,0.11615396813697407,1825,-0.040558192831008755,0.08009057705558435
BLV,1825,0.04795521960861672,-0.15077839644859525,1825,0.048919578720923326,-0.09795885350033139
BND,1825,0.010928523187866029,-0.053957711138018574,1825,0.011741577537502377,-0.036704378807441936
BNDX,1672,0.032691939144954586,-0.022470333917989794,1672,0.03214546774296455,-0.010931225152955654
BNO,1825,-0.215338873240126,0.7505701269729452,1825,-0.2107037558449009,0.45439135810382203
BOIL,1825,-0.6654248699505316,0.007117580564105885,1825,-0.6074451108957162,-0.1998166197805315
BOND,1825,0.008344001727330679,-0.04185565834980425,1825,0.007864958853010254,-0.02456208641409985
BRF,1825,-0.19382250532624737,0.9592351349583798,1825,-0.20869700436329006,0.653994588746545
BRZU,1710,-0.4417489024159487,3.4579736545912954,1710,-0.5446319102814817,2.3437549577104884
BSCE,322,0.0649957128266948,0.009898319298188001,322,0.06338746321174113,0.009068197372990194
BSCK,1825,0.002798653678614287,-0.017558849080764872,1825,0.0037214198027248732,-0.014263272000120548
BSCL,1642,0.017805541623093637,-0.026702045927296858,1642,0.01910783509844156,-0.01949417486811174
BSCM,1642,0.020871322113352467,-0.026718775557903935,1642,0.022282947441547272,-0.019883277634346733
BSJK,1594,-0.03729981366071464,0.16999677369423433,1594,-0.04254379106726238,0.1153049292975255
BSR,1825,168.6799404562006,2.0325486986768686,1825,169.47576181303137,-1.52920316204199
BSV,1825,0.004735404782363385,-0.029432939307706747,1825,0.005453501934534693,-0.020989031707472766
BTAL,1825,0.12368862769181657,-0.44409043357248823,1825,0.13986765436627258,-0.3355163020364583
BVT,1825,5773.102675525626,-2112.8630593309435,1825,5627.14881956079,-810.8482795101586
BWX,1825,-0.006999377449400645,-0.018260946909239732,1825,-0.005772926059649302,-0.01577357086021174
BWZ,1825,-0.036610181847179665,0.0023647040479137793,1825,-0.034943332496089545,-0.004389789082606755
BZQ,1825,0.23896318261641586,-2.2863463738226724,1825,0.2725745239920507,-1.5523119910908165
CANE,1825,-0.1621814209751873,0.13375603675909248,1825,-0.154075398011578,0.05532549843481903
CAPE,1825,0.09225753076524833,0.8048799419752188,1825,0.06709345672204861,0.5934435899796461
CARZ,1825,-0.08834463912598822,0.9519142601697606,1825,-0.10932836419043158,0.6709279528586851
CCX,1825,26634.442049365978,-2978.6489787626006,1825,26667.238125334796,-1983.6192062189232
CEFL,1522,-0.26373656372545623,0.9289836152225556,1522,-0.30027916573124486,0.6388480759742416
CEMB,1825,-0.012983194107199546,0.07080782779254693,1825,-0.013259289629807113,0.04538010950515789
CEW,1825,-0.059097489124459016,0.2234096060170811,1825,-0.0622130428367269,0.15108905011574647
CGW,1825,8.916556458532695e-05,0.8271489901614177,1825,-0.012024028061929154,0.561427445015289
CHEP,1825,-0.032669780870575836,0.06066164926072662,1825,-0.0276124615033201,0.02022565079769026
CHIE,1825,-0.11751291624773674,0.5781179488541375,1825,-0.13458986276370274,0.4227357045461624
CHII,1825,-0.04604866687058661,0.7342401938303551,1825,-0.06336516792871137,0.5214922603225727
CHIM,1825,-0.02524421134684667,0.66890540245036,1825,-0.038172319163199894,0.4650556987992444
CHIQ,1825,-0.10243098968906139,1.0595067288156763,1825,-0.1482240598706188,0.8258158045971806
CHIX,1825,-0.09770262051050141,1.0818740097578892,1825,-0.1279653104445035,0.7851252300227576
CHNA,362,-0.021985067479321132,0.8369584871297322,362,-0.0719504165933758,0.569377834126741
CMBS,1825,0.018249254275476218,-0.051766389390706206,1825,0.018759560153784487,-0.0342634093356148
CMD,1825,0.1502511585574969,1.0522770758554014,1825,0.12326788149019269,0.7550090496476801
CMF,1825,0.02742800818700721,-0.03831609266219393,1825,0.02568632340225106,-0.017893563439689567
CNY,1825,0.03133077021122307,0.03251247004885093,1825,0.030287036739372296,0.02406768499322932
COPX,1825,-0.3118620680922524,1.300456300924103,1825,-0.33269689950375386,0.8889925359152718
CORN,1825,-0.2291327919415521,0.09147784564801135,1825,-0.23277226674503831,0.07019358721128269
CORP,1825,0.00770778098306261,-0.014111636985473512,1825,0.0076819712038641835,-0.008759219497071225
COW,1825,0.1648822770141383,0.1123456560363631,1825,0.15774527128067606,0.09560376840184504
CPER,1825,-0.07609508067278407,0.4415413957603107,1825,-0.07827860282961546,0.28460722063616517
CPI,1825,-0.0090452546653979,0.1197434835021269,1825,-0.012115469135277607,0.08591478800350719
CQQQ,1825,0.016837986784792293,1.2121525998257114,1825,-0.047146097355865814,0.9856406263412675
CROC,1825,0.18240798276423065,-0.40581682819914505,1825,0.1845256907524847,-0.26197056802983043
CROP,1825,-0.06641201972692276,0.7090946739044474,1825,-0.08165244892286759,0.498407536061095
CSD,1825,-0.060314387208843585,1.053801698936743,1825,-0.0858143098809412,0.7507389101549429
CSM,1825,0.009192687893390058,0.9841220087502371,1825,-0.013108019316137849,0.6957672695575348
CURE,1825,0.11536855802092087,2.7546740531687224,1825,0.08548450399443862,1.8328927189452875
CUT,1825,-0.07884197674560983,0.9800727642120725,1825,-0.09563794710663351,0.6738329015172222
CVY,1825,-0.1269468476505205,0.792748083883037,1825,-0.1332748471847575,0.5194698050577644
CWB,1825,-0.034485144958283566,0.6543855851414077,1825,-0.06290246483317051,0.5105227854826464
CWI,1825,-0.10261713508855821,0.9109015214782286,1825,-0.12001342066223225,0.6325670443979834
CYB,1825,-0.009592298072526593,0.05168408401458602,1825,-0.012459248350263939,0.042514970573504285
CZA,1825,0.022475385244108085,0.8847498497867481,1825,0.007802648844433469,0.6065700483709955
DBA,1825,-0.13266515663176834,0.13121443944024133,1825,-0.13432138666937665,0.08812693244814299
DBB,1825,-0.08808488765158481,0.358684682302263,1825,-0.09361672398425827,0.24444052088710078
DBC,1825,-0.17534757533474693,0.3747392581240218,1825,-0.1736489448516951,0.2290340490683057
DBE,1825,-0.2174527098342928,0.5969201678818779,1825,-0.21365604873149419,0.3609834658155697
DBEF,1825,-0.07077403009234316,0.9231550720403957,1825,-0.09006295468235367,0.6469202415593786
DBEM,1825,-0.11756465386995762,0.8239867221268236,1825,-0.14293071203440255,0.6061381160306631
DBEU,1589,-0.07748750327109977,0.8752727785533863,1589,-0.10821377709995257,0.6085836257010042
DBGR,1825,-0.0869455641134296,0.8847564123356573,1825,-0.10861681859883232,0.6312320847005399
DBJP,1825,-0.03818518447198686,1.129099466307823,1825,-0.05424360557580366,0.7646968307448531
DBO,1825,-0.27661659142777517,0.7612955247014161,1825,-0.2731809206785113,0.46534384083302816
DBP,1825,-0.03548155620082027,-0.06333920067972823,1825,-0.030818286943189183,-0.05615349317039202
DBS,1825,-0.12784658930808648,0.0992337816776728,1825,-0.12618029581610676,0.05636390048460248
DBV,1825,-0.03974189382949878,0.2094370378812263,1825,-0.043387252064012796,0.1441927757536891
DDG,1825,0.16127774784107185,-0.8919296912917933,1825,0.15676498386228407,-0.5434765192253312
DDM,1825,0.0217415625477337,1.8852310029925412,1825,-0.011994035735651313,1.3011890843999063
DEF,1825,0.006819102213940988,0.7502085219390523,1825,-0.0017351947328192326,0.500634918822961
DEM,1825,-0.18873980359090375,0.9925029378393542,1825,-0.20965607239064668,0.696145594120426
DES,1825,-0.046648317534123,0.9201729239333247,1825,-0.05977459703680011,0.6233370941994499
DEW,1825,-0.10946210029459066,0.8208018633650904,1825,-0.11611695983954844,0.5382154444057632
DFE,1825,-0.023138305200496513,0.8130640437196418,1825,-0.038619999207476385,0.5644622863498321
DFJ,1825,-0.01398441072678765,0.7924733249022504,1825,-0.029627761442342016,0.5521183216457894
DFVL,1825,0.06578809761095013,-0.07447007550631474,1825,0.06780583391476365,-0.05381323246313205
DFVS,1825,-0.08586512816883729,0.2160621978726971,1825,-0.08116498318077173,0.11894400322055065
DGAZ,1825,0.6206385669284872,0.030567350004314868,1825,0.5275643882176295,0.34709921500595525
DGL,1825,-0.014390130795306372,-0.09842875269265572,1825,-0.009498902484461755,-0.07896317992199407
DGLD,1825,-0.0025238618017926207,0.3175946038727756,1825,-0.017840170360144385,0.2531444450645534
DGP,1825,-0.008550613395021093,-0.18084134487601095,1825,0.0018371671806236614,-0.15001451849176173
DGRE,1631,-0.12462181385023333,0.9627230381417852,1631,-0.1686848370853244,0.6852971420174765
DGRS,1636,-0.04186172388661435,0.9172864907279339,1636,-0.07683880160488732,0.6280528710052418
DGRW,1680,0.007706692746572585,0.9398761065766823,1680,-0.031959187445348994,0.6630580551333366
DGS,1825,-0.13973263395965926,0.9138004128701226,1825,-0.16295594809701888,0.654915497356513
DGT,1825,-0.039728950878954276,0.854214250409314,1825,-0.05426483510257461,0.58693738400925
DGZ,1825,0.005719105574766999,0.11742915753115418,1825,0.001598366367924738,0.08816467165016151
DHS,1825,-0.03390211751849481,0.7757742080934533,1825,-0.035531295588717454,0.4922692024511365
DIA,1825,-0.001978772828924629,0.9511996130630624,1825,-0.018642296836108165,0.6552583695826389
DIG,1825,-0.42540551650198816,2.173265346971507,1825,-0.4208138446860074,1.3467919829033341
DIM,1825,-0.06935690159242237,0.8234702404914334,1825,-0.08486964964486135,0.5710979766127149
DIV,1730,-0.10532466741114385,0.5784262592909315,1730,-0.11140220207377557,0.3603127180921821
DJCI,1825,-0.15967393618622464,0.24440865608799428,1825,-0.15647500727180716,0.14201081264610943
DJP,1825,-0.178444740920471,0.2929104080059034,1825,-0.1749825700557553,0.17150134915988757
DLBS,1825,-0.30832959347783284,1.1081139256464456,1825,-0.3103127978268408,0.7019443909639734
DLN,1825,-0.015203614001592397,0.8889922592051073,1825,-0.02745555758964368,0.6007014943133377
DLS,1825,-0.052794160178519574,0.7916394789374994,1825,-0.06881435848495207,0.5529231220303641
DNL,1825,-0.07540482342390746,0.8519971735369534,1825,-0.09557797690909668,0.6054087621206365
DOG,1825,-0.027271096635425138,-0.9448013011500657,1825,-0.010306424377980917,-0.6523066866033618
DOL,1825,-0.11721978162631784,0.8727016453917438,1825,-0.1300508731268002,0.5925253025488854
DON,1825,-0.010197999102066492,0.8865769009215752,1825,-0.020091235619279727,0.5908762484354371
DOO,1825,-0.12831921083053294,0.8437147882607156,1825,-0.13948555732618292,0.5684807025715006
DPK,1825,0.1699418947367906,-2.6541434857610673,1825,0.21566051290480262,-1.8256346880954526
DRN,1825,0.047661882744076865,1.856256102318513,1825,0.052605668415549124,1.1467380842702881
DRR,1825,0.11974800676101421,0.026968437510108786,1825,0.11558800788281931,0.031570284977123206
DRV,1825,-0.12026590895906797,-1.8628074493578282,1825,-0.12472158769352928,-1.152566531205061
DRW,1825,-0.11235442244420364,0.7756722924780606,1825,-0.12696504799427366,0.5379428972754735
DSI,1825,0.010692438071339596,0.9889663833485239,1825,-0.01618364727854247,0.7149258906958489
DSLV,1825,0.31497366121419235,-0.3516739994382377,1825,0.3152871799470092,-0.22165802061433154
DTD,1825,-0.012414786707105423,0.8693343618679661,1825,-0.023584724523828537,0.5845607479344471
DTH,1825,-0.1287471827221502,0.8725573568690679,1825,-0.14073664665922744,0.5894695001460601
DTN,1825,-0.04448193908538827,0.8571008533174485,1825,-0.05046561642754933,0.5586156840079832
DTO,1825,0.5138763985889032,-1.3363982319437668,1825,0.4990300716801435,-0.7858179868039172
EBND,1825,-0.07319287662534867,0.26167231933415536,1825,-0.07768805898312235,0.1799464788073827
ECH,1825,-0.24495466446882905,0.7867030897204531,1825,-0.26159295600211274,0.5520049823630848
ECNS,1825,-0.0780920277363748,0.8345802087930373,1825,-0.10280125082858198,0.6104676218692621
ECON,1825,-0.17175079908537505,1.0344923872087382,1825,-0.19927846507415092,0.7457733778323782
EDC,1825,-0.4082625429719362,3.1516524550785214,1825,-0.4949456292003061,2.281979278030405
EDEN,1825,0.05412100241732946,0.7033314281449353,1825,0.03675109751508057,0.5022958937704087
EDIV,1825,-0.21170176049652611,0.9445689682233219,1825,-0.23325939412671004,0.6683433865755681
EDV,1825,0.13136456085865297,-0.46668849292062253,1825,0.13528401557255768,-0.3064945192179275
EDZ,1825,0.34896627096492683,-3.1597267263087945,1825,0.43571332356166537,-2.2872684544152087
EEB,1825,-0.1456118738222752,1.092776959832721,1825,-0.17760605419932213,0.7980636183265545
EEH,1825,0.6855920498057392,0.23337897262271212,1825,0.6659760342575397,0.2154775439558904
EELV,1825,-0.1493194493877904,0.755472340155024,1825,-0.16401108494764116,0.5255598599485101
EEM,1825,-0.14844873940400827,1.0509025972291137,1825,-0.17745154337286081,0.7612624524801982
EEMS,1825,-0.12738364901340968,0.8280443523035572,1825,-0.15106424865425552,0.6027444848129153
EEMV,1825,-0.11933239616389858,0.7598155691258556,1825,-0.13967554361785714,0.5481957345986305
EES,1825,-0.02165421990722815,1.0161010445045917,1825,-0.04285191226634383,0.7119367584444019
EET,1825,-0.2537109610898622,2.04123382088296,1825,-0.3101292570958782,1.4789448016521742
EEV,1825,0.22025369531765393,-2.104803476421074,1825,0.2781504850130421,-1.524021886477008
EFA,1825,-0.09410433096738655,0.8884178863841912,1825,-0.10977029375465984,0.6123699089377491
EFAV,1825,-0.035673049772748884,0.6137916975025826,1825,-0.0468328809358814,0.4242607945719988
EFG,1825,-0.05336220392407989,0.8539396413442931,1825,-0.0717251377750826,0.6002490289442692
EFNL,1825,-0.035285244897964814,0.8639545033481215,1825,-0.05238617986287777,0.6020834713162495
EFO,1825,-0.02656531646873092,1.3472545525647885,1825,-0.04388638220180391,0.9059621274643146
EFU,1825,0.08577991251446386,-1.6596478894510258,1825,0.11094766022766138,-1.129526802441758
EFV,1825,-0.13547495242965862,0.9144286021286032,1825,-0.147514213762577,0.6159046280222893
EFZ,1825,0.053055984964123996,-0.8984337203124181,1825,0.06847071756853056,-0.6177662082692873
EGPT,1825,-0.20544915164911678,0.574519957877896,1825,-0.21885965287252437,0.407561205151871
EIDO,1825,-0.1743779356778001,1.0626443025512928,1825,-0.19808557582954375,0.7499698156813643
EIRL,1825,0.014802310927509277,0.8171033395260215,1825,-0.0013146334504340186,0.5692337241980256
EIS,1825,-0.04755381572137574,0.7560085519252652,1825,-0.07111092559107468,0.5571319253925495
ELD,1825,-0.12323608617609595,0.2893895786588093,1825,-0.12613481106122942,0.19170463254805323
ELR,1825,1797.1210827057596,-133.13520222236696,1825,1788.0451651032536,-51.51890462336574
EMAG,1825,-0.04331503100648873,0.10761173085139578,1825,-0.038479782993635143,0.05045295990292455
EMB,1825,-0.043640093275081525,0.1883050549675197,1825,-0.04690190384578412,0.12958843383207092
EMCB,1825,-0.030561748931013565,0.09549490516971287,1825,-0.028722324758649727,0.05340906056419643
EMCG,1591,-0.1146785854145024,0.7696497334781317,1591,-0.14975159181178324,0.562506982724615
EMFM,1562,-0.15090142061287135,0.7747818728517865,1562,-0.18052389443973302,0.5352678043499163
EMHY,1825,-0.058886237810877685,0.1978865526547921,1825,-0.06284995229839438,0.1380705209650593
EMIF,1825,-0.1312523749647352,0.7922677222300433,1825,-0.14993340360865312,0.5626920461201023
EMLC,1825,-0.13804263650828044,0.3020377919748943,1825,-0.14221355294513124,0.2041193173722693
EMLP,1825,-0.06681737409932054,0.6691668943794955,1825,-0.06492022822052894,0.41298578927594576
ENFR,1566,-0.15177650710415178,0.8646807849726961,1566,-0.17115839411514008,0.5457736244847224
ENOR,1825,-0.17473712529142538,0.9483204501985931,1825,-0.18269048778521776,0.6227641298723741
ENZL,1825,0.030888902823203782,0.5221597265437947,1825,0.020602781568623326,0.3637151831997329
EPHE,1825,-0.1077403893551775,0.8298061535734963,1825,-0.12531415307221752,0.5823331522208168
EPI,1825,-0.06736944414258036,0.9157494267924846,1825,-0.08233333560721127,0.6270373539777652
EPOL,1825,-0.17769187862179625,0.9255561828685894,1825,-0.20196250012072528,0.6659781478794493
EPP,1825,-0.12890861861301658,0.862988822415007,1825,-0.147562934742412,0.6069508787800006
EPS,1825,0.0064382106534106405,0.9295151991678043,1825,-0.014885604353279494,0.6580785558361038
EPU,1825,-0.12617837030733575,0.6194228892587061,1825,-0.13239573537236096,0.41037859293736856
EPV,1825,0.08553357994630258,-1.82666180995262,1825,0.11670543949237742,-1.2554244041880338
EQL,1825,-0.002717633621595395,0.8594037987069505,1825,-0.014539995207353685,0.5806314541794405
ERUS,1825,-0.13942941161921013,1.103735982963069,1825,-0.1504103602369525,0.7309005573147783
ERX,1825,-0.5838182200470491,3.259362911976785,1825,-0.5779166348968244,2.023326086372398
ERY,1825,0.530292888023361,-3.277461711072088,1825,0.5244093511098407,-2.0347403916944673
ESR,746,6.290850063086056,-2.74065496736111,746,6.189358460980712,-1.1333867140316276
FAB,1825,-0.03985980037255901,0.9597257394409366,1825,-0.04766395586207492,0.6293912891254813
FAD,1825,0.015130264848450314,1.0244035801565214,1825,-0.020760888895321794,0.7689132787859664
FAN,1825,0.03123423404161029,0.8587953063239834,1825,0.015403598056197364,0.5943722135187358
FAS,1825,0.06225827124777695,2.9993074129193817,1825,0.030456399069196137,1.993072320690493
FAUS,1825,-0.01112122271238288,0.28171350828781483,1825,-0.020979545652721334,0.21141135553970025
FAZ,1825,-0.11862835826920544,-3.0056359462946522,1825,-0.08586783646919682,-2.000418895223788
FBM,742,0.015602577916322583,0.9218809584360794,742,-0.01605880200126681,0.5549382667255244
